,company,job-title,overall-ratings,work-balance-stars,culture-values-stars,carrer-opportunities-stars,comp-benefit-stars,senior-mangemnet-stars,helpful-count
9135,amazon,Warehouse Associate,3.0,4.0,3.0,3.0,5.0,1.0,1
9138,amazon,FC Associate,3.0,2.0,5.0,2.0,3.0,3.0,0
9139,amazon,Warehouse Associate,3.0,3.0,2.0,2.0,4.0,1.0,0
9140,amazon,Fulfillment Associate,5.0,5.0,5.0,5.0,5.0,5.0,0
9142,amazon,Fulfillment Associate,2.0,3.0,1.0,3.0,5.0,2.0,0
9145,amazon,Senior Financial Analyst,4.0,1.0,4.0,5.0,5.0,4.0,0
9153,amazon,Software Development Engineer,1.0,3.0,1.0,3.0,1.0,1.0,0
9154,amazon,Warehouse Associate,1.0,1.0,1.0,1.0,2.0,1.0,1
9157,amazon,"Manager, Product Management",4.0,4.0,5.0,4.0,5.0,5.0,0
9158,amazon,Support Engineer II,3.0,3.0,1.0,2.0,4.0,2.0,1
9160,amazon,Software Development Engineer,3.0,2.0,3.0,4.0,4.0,2.0,0
9164,amazon,Packer/Picker,5.0,4.0,3.0,3.0,4.0,3.0,0
9165,amazon,Data Engineer,5.0,4.0,5.0,4.0,4.0,4.0,0
9166,amazon,Product Manager,5.0,5.0,5.0,5.0,4.0,5.0,0
9168,amazon,Customer Service Associate,2.0,1.0,2.0,3.0,4.0,1.0,0
9170,amazon,Senior Product Manager Technical,4.0,4.0,5.0,4.0,4.0,4.0,0
9171,amazon,Program Manager I,4.0,2.0,4.0,4.0,5.0,2.0,0
9172,amazon,Management,4.0,4.0,4.0,4.0,4.0,4.0,0
9178,amazon,Software Development Engineer,1.0,1.0,1.0,2.0,2.0,1.0,2
9179,amazon,Process Assistant,5.0,3.0,4.0,5.0,5.0,3.0,0
9180,amazon,Fullfilment Associate,5.0,5.0,5.0,5.0,5.0,5.0,0
9183,amazon,Picker/Stower,1.0,1.0,1.0,1.0,1.0,1.0,1
9185,amazon,Software Development Engineer,4.0,5.0,5.0,5.0,4.0,5.0,0
9186,amazon,Associate,4.0,3.0,4.0,5.0,2.0,3.0,0
9192,amazon,Order Picker,1.0,5.0,5.0,1.0,5.0,1.0,0
9193,amazon,AA(Amazon Associate),2.0,3.0,1.0,1.0,3.0,1.0,0
9194,amazon,Software Engineer,1.0,1.0,1.0,1.0,3.0,1.0,1
9198,amazon,Virtual Customer Service Representative,3.0,4.0,4.0,3.0,2.0,4.0,6
9199,amazon,Business Analyst,3.0,1.0,2.0,3.0,2.0,1.0,0
9200,amazon,Warehouse Associate,4.0,5.0,3.0,5.0,3.0,4.0,1
9201,amazon,Sales Associate,5.0,5.0,5.0,5.0,5.0,5.0,0
9202,amazon,Product Engineer,5.0,5.0,5.0,5.0,5.0,5.0,0
9203,amazon,Specialty Team Member,1.0,1.0,1.0,4.0,2.0,1.0,0
9205,amazon,Senior Software Engineer,4.0,3.0,3.0,4.0,4.0,4.0,0
9207,amazon,TCSA,3.0,2.0,3.0,4.0,3.0,2.0,1
9209,amazon,Delivery Driver,3.0,2.0,3.0,2.0,2.0,3.0,0
9211,amazon,Content Developer,3.0,2.0,2.0,4.0,4.0,1.0,0
9212,amazon,Fulfillment Center Associate,3.0,5.0,3.0,3.0,4.0,2.0,0
9214,amazon,Fullfilment Associate,5.0,4.0,5.0,5.0,5.0,4.0,0
9215,amazon,Not Warehouse,2.0,2.0,2.0,1.0,5.0,2.0,1
9216,amazon,Picker,1.0,3.0,1.0,none,3.0,none,0
9218,amazon,General Warehouse Associate,5.0,3.0,5.0,4.0,5.0,3.0,2
9219,amazon,Area Manager,2.0,1.0,2.0,2.0,2.0,3.0,3
9220,amazon,Inbound Stow,2.0,1.0,1.0,2.0,3.0,1.0,0
9221,amazon,FC Packer,2.0,1.0,1.0,1.0,1.0,2.0,0
9222,amazon,Warehouse Associate,5.0,5.0,3.0,5.0,5.0,3.0,1
9225,amazon,Tier III,2.0,4.0,2.0,1.0,4.0,1.0,2
9227,amazon,Receiving Associate,3.0,4.0,3.0,3.0,2.0,3.0,0
9230,amazon,Warehouse Associate Picker,5.0,3.0,1.0,5.0,3.0,5.0,0
9231,amazon,Warehouse Associate,5.0,3.0,3.0,4.0,4.0,3.0,0
9233,amazon,Fulfillment Associate,2.0,2.0,3.0,2.0,1.0,2.0,1
9234,amazon,Senior Human Resources Assistant,2.0,none,1.0,2.0,none,1.0,3
9235,amazon,Facilities Manager,2.0,3.0,1.0,2.0,3.0,1.0,0
9237,amazon,Warehouse Associate,2.0,4.0,2.0,3.0,4.0,1.0,2
9239,amazon,Customer Service,3.0,4.0,3.0,3.0,4.0,2.0,0
9242,amazon,SDE1,5.0,4.0,4.0,5.0,4.0,4.0,0
9245,amazon,Senior Technical Program Manager,4.0,2.0,3.0,4.0,3.0,3.0,0
9248,amazon,Process Guide,4.0,3.0,3.0,4.0,5.0,3.0,0
9249,amazon,Amazon Area Manager,3.0,1.0,2.0,5.0,5.0,2.0,1
9252,amazon,Process Assistant,3.0,3.0,1.0,2.0,4.0,2.0,0
9253,amazon,Technical Support Engineer,4.0,1.0,2.0,3.0,4.0,1.0,1
9254,amazon,Practice Manager,5.0,4.0,5.0,5.0,4.0,4.0,0
9255,amazon,Customer Service Representative,5.0,5.0,5.0,5.0,5.0,5.0,0
9256,amazon,Technical Account Manager,5.0,5.0,5.0,5.0,5.0,5.0,0
9257,amazon,EHS Specialist,5.0,5.0,5.0,5.0,5.0,5.0,0
9260,amazon,Warehouse Associate,5.0,5.0,5.0,5.0,5.0,5.0,0
9261,amazon,Warehouse Associate,1.0,1.0,1.0,1.0,3.0,1.0,3
9262,amazon,Fulfillment Associate,2.0,3.0,2.0,2.0,5.0,2.0,3
9264,amazon,Retail Store Manager,4.0,4.0,4.0,4.0,4.0,3.0,0
9266,amazon,Area Manager,3.0,2.0,3.0,3.0,4.0,2.0,0
9267,amazon,Customer Service Representative,3.0,none,none,none,none,none,0
9268,amazon,Field Technician,3.0,2.0,1.0,1.0,2.0,1.0,0
9269,amazon,Field Technician,3.0,2.0,1.0,1.0,2.0,1.0,0
9270,amazon,Problem Solver,4.0,3.0,5.0,5.0,4.0,5.0,2
9273,amazon,Associate,4.0,3.0,4.0,4.0,4.0,3.0,0
9275,amazon,Area Manager,4.0,1.0,3.0,3.0,3.0,1.0,0
9278,amazon,Virtual Customer Service Agent (PT-Flex),3.0,5.0,3.0,3.0,3.0,5.0,2
9280,amazon,Software Development Engineer,4.0,4.0,3.0,4.0,3.0,3.0,1
9281,amazon,Photography Manager,5.0,3.0,5.0,5.0,3.0,5.0,0
9283,amazon,Risk Investigator - AWS Variable Fraud,2.0,4.0,1.0,2.0,4.0,3.0,3
9285,amazon,Technical Program Manager,5.0,5.0,4.0,5.0,4.0,4.0,1
9287,amazon,Area Manager,4.0,3.0,4.0,4.0,4.0,3.0,0
9288,amazon,Customer Service Representative,4.0,5.0,4.0,2.0,5.0,3.0,0
9290,amazon,Human Resources Business Partner,1.0,1.0,3.0,5.0,4.0,2.0,2
9292,amazon,Hotel Front Desk Manager,5.0,5.0,5.0,5.0,5.0,5.0,0
9293,amazon,Software Engineer,5.0,5.0,5.0,5.0,5.0,5.0,0
9294,amazon,Warehouse Associate,2.0,3.0,3.0,2.0,4.0,2.0,0
9295,amazon,Area Manager,2.0,1.0,1.0,3.0,3.0,1.0,0
9296,amazon,Warehouse Associate,4.0,2.0,4.0,4.0,4.0,2.0,9
9298,amazon,IT Support En,4.0,4.0,4.0,4.0,4.0,4.0,0
9302,amazon,Stower,3.0,3.0,3.0,3.0,5.0,3.0,0
9304,amazon,Inbound Stower,3.0,3.0,4.0,3.0,4.0,1.0,0
9305,amazon,Financial Analyst,3.0,2.0,4.0,4.0,3.0,4.0,0
9307,amazon,Process Assistant,3.0,1.0,2.0,3.0,3.0,2.0,0
9309,amazon,Warehouse Associate,5.0,3.0,4.0,5.0,5.0,4.0,0
9310,amazon,Executive Assistant,5.0,5.0,5.0,5.0,5.0,5.0,0
9311,amazon,Warehouse Associate,5.0,3.0,4.0,5.0,5.0,3.0,0
9312,amazon,Account Executive,1.0,1.0,3.0,3.0,5.0,1.0,0
9313,amazon,Stower,2.0,1.0,2.0,2.0,2.0,2.0,0
9314,amazon,Area Manager II,4.0,1.0,1.0,5.0,4.0,1.0,6
9315,amazon,Software Engineer,4.0,3.0,4.0,4.0,5.0,4.0,0
9317,amazon,Warehouse Associate,3.0,2.0,1.0,2.0,4.0,3.0,2
9318,amazon,FC Associate,3.0,3.0,2.0,3.0,2.0,3.0,1
9321,amazon,Sortation Associate,3.0,3.0,3.0,2.0,2.0,4.0,0
9323,amazon,Senior Program Manager,3.0,3.0,4.0,4.0,3.0,3.0,0
9326,amazon,Software Development Manager,5.0,4.0,5.0,5.0,4.0,5.0,0
9330,amazon,Universal Receive,5.0,3.0,3.0,5.0,5.0,3.0,0
9331,amazon,Logistics Specialist,5.0,4.0,5.0,5.0,3.0,4.0,0
9332,amazon,SDEII,5.0,4.0,5.0,4.0,1.0,4.0,0
9335,amazon,Warehouse Associate,1.0,4.0,1.0,2.0,1.0,1.0,0
9337,amazon,Order Picker,2.0,3.0,2.0,2.0,3.0,2.0,0
9338,amazon,Tier I,1.0,1.0,2.0,2.0,3.0,1.0,1
9339,amazon,Area Manager,4.0,2.0,5.0,4.0,5.0,3.0,0
9340,amazon,Software Development Engineer,4.0,1.0,3.0,4.0,3.0,2.0,0
9342,amazon,Automation Engineer,4.0,5.0,3.0,5.0,5.0,3.0,0
9348,amazon,Warehouse Associate,1.0,1.0,1.0,1.0,1.0,1.0,2
9349,amazon,Software Developer,1.0,1.0,1.0,1.0,2.0,1.0,3
9350,amazon,Financial Analyst,5.0,4.0,4.0,5.0,2.0,3.0,2
9351,amazon,Marketing,2.0,1.0,1.0,1.0,3.0,2.0,0
9355,amazon,Area Manager,4.0,2.0,5.0,4.0,5.0,3.0,0
9356,amazon,Warehouse Associate,3.0,2.0,1.0,2.0,2.0,1.0,5
9357,amazon,Warehouse Associate,3.0,4.0,3.0,3.0,3.0,3.0,2
9358,amazon,Seasonal Sortation Associate,3.0,none,none,none,none,none,2
9365,amazon,Fulfillment Associate,3.0,3.0,3.0,3.0,3.0,3.0,0
9368,amazon,Whole Foods Shopper,1.0,1.0,1.0,1.0,1.0,1.0,15
9371,amazon,Stower,2.0,2.0,3.0,1.0,2.0,1.0,0
9372,amazon,Business Development,5.0,4.0,5.0,5.0,4.0,5.0,1
9376,amazon,Software Engineer,4.0,none,none,none,none,none,0
9378,amazon,Learning and Talent Development,4.0,4.0,4.0,5.0,4.0,4.0,0
9381,amazon,Sortation Associate,3.0,3.0,2.0,2.0,2.0,2.0,0
9382,amazon,Process Guide,4.0,4.0,3.0,4.0,4.0,4.0,1
9384,amazon,Senior Sdm,5.0,4.0,5.0,5.0,5.0,5.0,0
9385,amazon,ICQA PA,5.0,5.0,5.0,5.0,5.0,5.0,0
9386,amazon,Amazon Warehouse Worker,2.0,1.0,1.0,2.0,2.0,1.0,1
9394,amazon,Sort Associate,1.0,5.0,1.0,1.0,1.0,1.0,2
9395,amazon,Warehouse Fulfillment Center Associate,2.0,3.0,3.0,2.0,5.0,2.0,13
9396,amazon,Systems Engineer,5.0,5.0,5.0,5.0,5.0,5.0,0
9398,amazon,Warehouse Associate,5.0,5.0,5.0,5.0,5.0,5.0,0
9400,amazon,Temporary Law Clerk,5.0,none,none,none,none,none,1
9401,amazon,Picker,4.0,4.0,4.0,4.0,4.0,4.0,0
9404,amazon,Warehouse Associate,3.0,5.0,5.0,4.0,4.0,4.0,0
9405,amazon,Human Resources Business Partner,3.0,2.0,2.0,4.0,4.0,4.0,0
9409,amazon,Buyer,5.0,none,none,none,none,none,0
9416,amazon,Virtual Customer Service Representative,5.0,4.0,4.0,4.0,4.0,5.0,1
9417,amazon,IT Technician,4.0,4.0,5.0,5.0,5.0,4.0,0
9418,amazon,Fulfillment Associate,4.0,4.0,4.0,4.0,5.0,3.0,0
9420,amazon,Fullfilment Associate,4.0,2.0,3.0,5.0,4.0,5.0,0
9421,amazon,Data Center Technician,4.0,4.0,4.0,5.0,3.0,2.0,0
9422,amazon,Software Development Manager,5.0,5.0,5.0,5.0,3.0,5.0,0
9423,amazon,ICQA Process Assistant,5.0,3.0,5.0,5.0,5.0,3.0,0
9431,amazon,Customer Service Associate,1.0,1.0,3.0,1.0,3.0,1.0,1
9433,amazon,Associate,3.0,2.0,3.0,3.0,3.0,none,1
9434,amazon,Network Technician II,3.0,4.0,3.0,5.0,5.0,1.0,0
9435,amazon,Pick Associate,3.0,5.0,3.0,1.0,3.0,2.0,0
9437,amazon,Area Manager,1.0,1.0,1.0,2.0,4.0,1.0,2
9438,amazon,Account Manager,5.0,5.0,4.0,5.0,4.0,4.0,0
9444,amazon,Senior Program Manager,4.0,4.0,5.0,5.0,4.0,5.0,0
9445,amazon,Finance Manager,4.0,3.0,4.0,5.0,3.0,5.0,0
9446,amazon,Software Development Engineer,4.0,4.0,4.0,4.0,4.0,4.0,0
9447,amazon,Fulfillment Associate,4.0,4.0,3.0,2.0,3.0,2.0,0
9448,amazon,Outboud PA,3.0,2.0,1.0,2.0,4.0,1.0,0
9449,amazon,Picker,3.0,3.0,4.0,4.0,4.0,4.0,0
9451,amazon,Fullfilment Associate,3.0,1.0,1.0,1.0,1.0,1.0,0
9452,amazon,Manager,3.0,2.0,3.0,4.0,4.0,2.0,0
9453,amazon,Warehouse Associate,1.0,1.0,2.0,1.0,4.0,2.0,2
9455,amazon,Warehouse Associate,2.0,2.0,3.0,2.0,2.0,2.0,1
9460,amazon,Unemployed,5.0,5.0,5.0,5.0,5.0,5.0,1
9461,amazon,Software Development Engineer,4.0,4.0,5.0,4.0,5.0,4.0,0
9462,amazon,Marketing Manager,4.0,3.0,4.0,4.0,3.0,3.0,0
9463,amazon,Senior Human Resources Assistant,3.0,1.0,2.0,4.0,5.0,3.0,1
9464,amazon,Yard Worker,3.0,3.0,3.0,3.0,3.0,3.0,0
9468,amazon,Software Development Engineer,5.0,4.0,5.0,5.0,3.0,5.0,0
9470,amazon,Customer Service Representative,2.0,1.0,1.0,2.0,1.0,3.0,1
9471,amazon,Customer Service Representative,2.0,4.0,3.0,2.0,4.0,1.0,0
9473,amazon,FC Associate,1.0,1.0,1.0,1.0,1.0,1.0,1
9474,amazon,Sorter,1.0,1.0,1.0,1.0,1.0,1.0,1
9476,amazon,Software Development Engineer,4.0,3.0,3.0,4.0,4.0,4.0,0
9477,amazon,Senior Financial Analyst,2.0,2.0,2.0,3.0,3.0,3.0,2
9479,amazon,Senior Financial Analyst,2.0,2.0,2.0,3.0,3.0,3.0,2
9482,amazon,Warehouse Associate,2.0,1.0,1.0,1.0,2.0,1.0,0
9484,amazon,Warehouse Associate,5.0,5.0,5.0,5.0,5.0,5.0,1
9486,amazon,Part Time Associate,4.0,4.0,4.0,4.0,4.0,none,0
9490,amazon,Fulfillment Associate,1.0,4.0,1.0,1.0,3.0,1.0,2
9492,amazon,Brand Specialist,5.0,4.0,5.0,5.0,3.0,3.0,0
9494,amazon,SDEII,5.0,4.0,5.0,5.0,5.0,5.0,0
9496,amazon,Returns Center Associate,1.0,1.0,1.0,1.0,1.0,1.0,3
9497,amazon,Sortation Associate,2.0,1.0,1.0,1.0,1.0,1.0,0
9498,amazon,Warehouse Picker,1.0,none,none,none,none,none,1
9501,amazon,Talent Acquisition Manager,4.0,5.0,5.0,5.0,1.0,2.0,0
9504,amazon,Returns Associate,3.0,3.0,2.0,2.0,3.0,2.0,0
9505,amazon,EHS Specialist,1.0,1.0,1.0,1.0,3.0,1.0,2
9513,amazon,Project Manager,1.0,1.0,1.0,1.0,3.0,1.0,1
9515,amazon,Tier I,1.0,1.0,1.0,1.0,4.0,1.0,1
9516,amazon,Fulfillment Associate,5.0,3.0,5.0,5.0,4.0,5.0,1
9517,amazon,CSA | CAP | VCC,3.0,3.0,4.0,3.0,5.0,5.0,0
9521,amazon,Warehouse Associate,3.0,3.0,3.0,3.0,3.0,3.0,0
9525,amazon,Onsite Medical Representative,5.0,3.0,5.0,5.0,5.0,5.0,0
9526,amazon,Senior Data Engineer,5.0,3.0,5.0,5.0,5.0,5.0,0
9527,amazon,Picker/Packer,1.0,3.0,3.0,1.0,3.0,1.0,0
9532,amazon,Delivery Driver,5.0,none,none,none,none,none,1
9533,amazon,Process Assistant,4.0,4.0,2.0,4.0,4.0,3.0,0
9538,amazon,Packer,4.0,4.0,4.0,4.0,5.0,4.0,0
9541,amazon,Part Time Sales Associate,3.0,4.0,3.0,3.0,3.0,3.0,0
9543,amazon,Recruiting Coordinator,1.0,1.0,1.0,5.0,5.0,1.0,2
9548,amazon,Senior Program Manager,1.0,1.0,1.0,1.0,4.0,4.0,1
9550,amazon,Strategic Account Manager,4.0,3.0,5.0,4.0,5.0,2.0,0
9551,amazon,Warehouse Associate,4.0,none,none,none,none,none,0
9552,amazon,Packer,3.0,5.0,3.0,3.0,5.0,2.0,0
9554,amazon,Inbound Stow,5.0,4.0,5.0,3.0,5.0,4.0,0
9556,amazon,Problem Solver,5.0,5.0,4.0,5.0,5.0,5.0,0
9561,amazon,Senior Product Manager,4.0,2.0,4.0,5.0,5.0,5.0,0
9563,amazon,Curriculum Developer,3.0,3.0,1.0,4.0,4.0,3.0,3
9564,amazon,Learning Ambassador,3.0,2.0,5.0,1.0,3.0,1.0,0
9565,amazon,Scanner,3.0,5.0,3.0,3.0,3.0,3.0,0
9567,amazon,Associate,5.0,5.0,none,5.0,5.0,none,0
9568,amazon,Amazon Fresh Associate,2.0,3.0,3.0,3.0,3.0,1.0,1
9571,amazon,Business Intelligence Engineer,5.0,2.0,4.0,5.0,5.0,5.0,1
9572,amazon,Seasonal Sortation Associate,4.0,4.0,4.0,1.0,3.0,1.0,0
9574,amazon,Senior TPM,4.0,2.0,4.0,5.0,4.0,4.0,0
9581,amazon,DCEO,5.0,2.0,3.0,5.0,5.0,2.0,0
9582,amazon,Amazon Fresh Associate,1.0,1.0,1.0,1.0,2.0,1.0,0
9585,amazon,Intellectual Property Attorney,2.0,2.0,2.0,2.0,2.0,2.0,0
9586,amazon,FC Associate,2.0,1.0,1.0,1.0,1.0,3.0,0
9590,amazon,Fulfillment Associate,3.0,2.0,3.0,2.0,4.0,2.0,1
9592,amazon,Tier I Associate - Fulfillment Center,3.0,3.0,3.0,3.0,3.0,3.0,0
9593,amazon,FC Associate,3.0,3.0,3.0,2.0,4.0,2.0,0
9594,amazon,IT Support Technician,3.0,2.0,5.0,4.0,4.0,3.0,0
9595,amazon,Seasonal Warehouse Associate,4.0,3.0,3.0,4.0,4.0,3.0,1
9596,amazon,Research Scientist,5.0,5.0,5.0,5.0,4.0,5.0,0
9600,amazon,Warehouse Associate,2.0,2.0,2.0,4.0,4.0,2.0,0
9601,amazon,CS Associate,4.0,5.0,4.0,5.0,5.0,5.0,0
9603,amazon,Amazon Warehouse Worker,4.0,3.0,3.0,5.0,4.0,3.0,0
9605,amazon,Marketing Coordinator,3.0,1.0,3.0,3.0,2.0,1.0,0
9609,amazon,Warehouse Associate,5.0,5.0,5.0,3.0,5.0,4.0,0
9612,amazon,Business Analyst,5.0,5.0,5.0,5.0,5.0,5.0,1
9613,amazon,Fulfillment Associate,4.0,5.0,5.0,5.0,5.0,5.0,0
9616,amazon,Fulfillment Associate,3.0,1.0,1.0,2.0,3.0,1.0,0
9617,amazon,Team Manager,5.0,4.0,5.0,5.0,5.0,4.0,0
9618,amazon,General Warehouse Associate,5.0,4.0,4.0,5.0,4.0,4.0,0
9622,amazon,Maintenance Manager,2.0,1.0,3.0,5.0,5.0,2.0,0
9624,amazon,Recruiting Manager,4.0,none,none,none,none,none,0
9630,amazon,Program Manager,5.0,4.0,5.0,5.0,5.0,5.0,0
9631,amazon,Human Resources Manager,1.0,1.0,1.0,1.0,3.0,1.0,3
9633,amazon,Packer,1.0,2.0,1.0,1.0,1.0,2.0,0
9635,amazon,Amazon Customer Service,4.0,2.0,5.0,5.0,4.0,4.0,0
9637,amazon,EHS Manager,4.0,2.0,5.0,4.0,4.0,5.0,0
9638,amazon,User Experience Designer,2.0,3.0,3.0,3.0,3.0,1.0,2
9639,amazon,Picker/Packer,3.0,2.0,4.0,2.0,4.0,1.0,0
9641,amazon,Sales Executive,5.0,5.0,5.0,5.0,5.0,5.0,0
9642,amazon,Investigations Specialist,5.0,4.0,4.0,4.0,4.0,3.0,0
9643,amazon,Sorter,5.0,5.0,5.0,5.0,5.0,5.0,0
9644,amazon,Area Manager,5.0,3.0,5.0,5.0,4.0,4.0,0
9646,amazon,Laborer,1.0,3.0,5.0,4.0,5.0,2.0,0
9648,amazon,Software Development Engineer,1.0,1.0,1.0,4.0,4.0,1.0,0
9649,amazon,ICQA Process Assistant,2.0,3.0,3.0,1.0,4.0,1.0,0
9650,amazon,Fulfillment Associate,2.0,2.0,2.0,1.0,3.0,2.0,0
9651,amazon,Retail Experience Consultant,5.0,4.0,4.0,4.0,5.0,5.0,1
9654,amazon,Senior Product Manager,4.0,2.0,3.0,4.0,4.0,3.0,0
9655,amazon,Senior Program Manager,3.0,1.0,3.0,2.0,4.0,4.0,0
9659,amazon,Associate,2.0,1.0,1.0,2.0,2.0,1.0,0
9660,amazon,Warehouse Associate,1.0,1.0,2.0,3.0,4.0,1.0,4
9666,amazon,Fulfillment Center Associate,3.0,3.0,3.0,2.0,2.0,3.0,1
9668,amazon,Shipdock,2.0,1.0,2.0,3.0,3.0,2.0,0
9669,amazon,Inbound Stow,4.0,2.0,1.0,2.0,3.0,1.0,0
9670,amazon,Fulfillment Associate,4.0,3.0,4.0,5.0,5.0,5.0,0
9672,amazon,Fulfillment Associate,5.0,5.0,none,5.0,5.0,none,0
9673,amazon,Technical Support Engineer,5.0,3.0,5.0,5.0,4.0,4.0,0
9674,amazon,Virtual Customer Service Representative-Reserves Team,4.0,5.0,5.0,4.0,3.0,5.0,3
9676,amazon,Part- Time Class Q Associate,4.0,3.0,3.0,3.0,3.0,3.0,0
9677,amazon,Associate,4.0,4.0,4.0,5.0,4.0,4.0,0
9678,amazon,Ambassador,4.0,4.0,3.0,4.0,5.0,5.0,0
9681,amazon,ICQA,3.0,4.0,3.0,3.0,4.0,3.0,0
9684,amazon,Process Assistant,1.0,1.0,5.0,5.0,4.0,5.0,0
9686,amazon,Inbound Stow and Problem Solver,1.0,1.0,1.0,4.0,1.0,1.0,1
9687,amazon,Data Center Technician L4,1.0,1.0,2.0,5.0,3.0,1.0,1
9690,amazon,Warehouse Associate,3.0,1.0,2.0,3.0,5.0,3.0,1
9691,amazon,Learning Coordinator,3.0,4.0,1.0,5.0,5.0,1.0,0
9692,amazon,ICQA,3.0,3.0,3.0,3.0,3.0,3.0,0
9693,amazon,Retail Manager,1.0,1.0,1.0,1.0,3.0,1.0,5
9694,amazon,Outbound Order Picker,5.0,4.0,4.0,5.0,5.0,5.0,0
9695,amazon,Fulfillment Associate,5.0,3.0,5.0,5.0,5.0,4.0,0
9696,amazon,Stower,5.0,1.0,3.0,5.0,3.0,3.0,0
9697,amazon,Tax Preparer,5.0,4.0,4.0,5.0,4.0,5.0,0
9703,amazon,"Senior Manager, Product Management",2.0,5.0,3.0,2.0,3.0,3.0,0
9705,amazon,Customer Service Representative,1.0,1.0,1.0,1.0,4.0,1.0,1
9708,amazon,Warehouse Associate,4.0,3.0,4.0,5.0,5.0,4.0,0
9709,amazon,Order Picker,4.0,3.0,5.0,4.0,5.0,3.0,0
9710,amazon,ICQA,3.0,2.0,5.0,4.0,5.0,1.0,1
9711,amazon,Accountant,3.0,2.0,4.0,3.0,5.0,2.0,0
9713,amazon,Remote Customer Service Representative,3.0,3.0,4.0,4.0,3.0,none,0
9715,amazon,Process Assistant,3.0,3.0,3.0,3.0,3.0,3.0,0
9716,amazon,Warehouse Tier I,3.0,3.0,3.0,3.0,5.0,3.0,0
9717,amazon,FC Associate,1.0,1.0,1.0,1.0,1.0,1.0,2
9718,amazon,Delivery Driver,4.0,3.0,3.0,2.0,3.0,1.0,1
9722,amazon,P2 Retail Prime Now Customer Service Representative,5.0,5.0,5.0,4.0,5.0,4.0,2
9724,amazon,Global Security Manager,2.0,2.0,2.0,2.0,4.0,2.0,0
9725,amazon,Ambassador,2.0,2.0,1.0,2.0,1.0,2.0,0
9726,amazon,Software Engineer,1.0,1.0,1.0,1.0,1.0,1.0,1
9728,amazon,Warehouse Associate,4.0,3.0,4.0,3.0,4.0,4.0,0
9729,amazon,Shift Lead,3.0,2.0,4.0,3.0,3.0,3.0,0
9731,amazon,SDEII,3.0,4.0,3.0,2.0,3.0,3.0,0
9736,amazon,Delivery Driver,4.0,none,4.0,4.0,none,4.0,0
9739,amazon,Order Picker,3.0,2.0,1.0,2.0,2.0,2.0,0
9742,amazon,Amazon Warehouse Worker,2.0,3.0,5.0,4.0,5.0,2.0,1
9745,amazon,Picker,2.0,1.0,1.0,3.0,2.0,2.0,0
9748,amazon,Customer Service Representative,3.0,2.0,3.0,2.0,4.0,3.0,1
9750,amazon,Tier One Associate,1.0,1.0,1.0,1.0,4.0,1.0,3
9753,amazon,Dental Assistant,4.0,5.0,5.0,5.0,5.0,5.0,0
9754,amazon,Associate,4.0,3.0,5.0,5.0,4.0,3.0,0
9755,amazon,Warehouse Associate,3.0,2.0,4.0,3.0,4.0,3.0,0
9758,amazon,Business Intelligence Engineer,2.0,1.0,2.0,2.0,2.0,2.0,4
9759,amazon,Business Intelligence Engineer,2.0,1.0,2.0,2.0,2.0,2.0,4
9760,amazon,Senior User Experience Designer,2.0,2.0,2.0,4.0,3.0,2.0,3
9766,amazon,Order Picker,3.0,2.0,1.0,5.0,5.0,1.0,0
9767,amazon,Area Operations Manager,3.0,2.0,3.0,3.0,4.0,4.0,0
9769,amazon,Picker,5.0,5.0,5.0,5.0,5.0,4.0,0
9771,amazon,VCS CSNA Retail KTR D2 Echo,5.0,4.0,5.0,5.0,5.0,5.0,0
9772,amazon,Fulfillment Associate,5.0,4.0,5.0,5.0,5.0,5.0,0
9774,amazon,Package Sorter,5.0,5.0,5.0,5.0,5.0,5.0,0
9775,amazon,Picker/Packer,5.0,4.0,4.0,5.0,5.0,5.0,0
9776,amazon,Supply Chain Manager,2.0,2.0,2.0,2.0,3.0,2.0,0
9780,amazon,Associate,4.0,5.0,5.0,4.0,5.0,5.0,0
9781,amazon,Software Development Engineer,4.0,5.0,2.0,3.0,5.0,3.0,0
9785,amazon,ICQA Associate,3.0,2.0,2.0,4.0,4.0,1.0,0
9791,amazon,Order Picker,4.0,4.0,4.0,4.0,5.0,4.0,0
9792,amazon,Virtual Customer Service Representative,3.0,3.0,3.0,2.0,3.0,4.0,1
9793,amazon,Area Manager,3.0,1.0,1.0,4.0,4.0,2.0,0
9795,amazon,Development Engineer,3.0,3.0,1.0,4.0,4.0,3.0,0
9798,amazon,Business Data Analyst,5.0,none,none,5.0,none,none,0
9801,amazon,FC Associate,1.0,1.0,1.0,5.0,2.0,2.0,0
9811,amazon,Warehouse Worker,3.0,3.0,4.0,3.0,4.0,2.0,0
9812,amazon,Associate,3.0,2.0,3.0,3.0,4.0,3.0,0
9813,amazon,Operations Manager,3.0,1.0,2.0,3.0,4.0,4.0,0
9814,amazon,Senior Investigation Specialist,3.0,2.0,3.0,4.0,3.0,3.0,0
9815,amazon,Customer Service Team Manager,5.0,5.0,5.0,2.0,5.0,5.0,0
9816,amazon,Transportation Analyst,5.0,4.0,4.0,5.0,5.0,4.0,0
9818,amazon,Software Development Manager,5.0,4.0,5.0,5.0,5.0,5.0,0
9820,amazon,Senior Manager,5.0,4.0,5.0,5.0,5.0,5.0,0
9823,amazon,Process Assistant,5.0,4.0,5.0,5.0,5.0,5.0,0
